,count,Outcome Measures
1126,1,Severity and incidence of adverse events (SIAE) on the 3rd day after the first administration|1 week SIAE after the first administration|3 weeks SIAE after the first administration|3 week SIAE after the the second administration|1 month SIAE after the last administration|3 months SIAE after the last administration|6 months SIAE after the last administration|12 months SIAE after the last administration|24 months SIAE after the last administration|Child-Pugh score (effectiveness evaluation index)|Survival rate (effectiveness evaluation index)|Liver function (effectiveness evaluation index)|The Model for End-Stage Liver Disease (MELD) score (effectiveness evaluation index)|KPS score (effectiveness evaluation index)
1127,1,Safety of ALLO-ASC-SHEET versus matching control|Proportion of complete wound closure
1128,1,VAS score|Kellgren-Lawrence score
1129,1,Safety and tolerability of BC-101 injection|Changes in wrinkle severity assessment from baseline
1130,1,"Change in cognitive function over time as assessed by the Montreal Cognitive Assessment (MoCA)|Change in cognitive function over time as assessed by Mini Mental State Examination (MMSE)|Change in cognitive function over time as assessed by Clinical Dementia Rating (CDR)|Change in cognitive function over time as assessed by Verbal Fluency Test|Change in cognitive function over time as assessed by Digit Span Test-Forward and Backward|Change in cognitive function over time as assessed by Trail-Making Test Parts A and B (TMT-A and TMT-B)|Change in cognitive function over time as assessed by Boston Naming Test (BNT)|Change in cognitive function over time as assessed by the Rey-Osterrieth Complex Figure Test (ROCF)|Change in cognitive function over time as assessed by California Verbal Learning Test (CVLT)|Changes in concentrations of blood neuro-exosomal GAP43, neurogranin, SNAP25, and synaptotagmin1over time|The area under curve of the blood neuro-exosomal synaptic proteins (GAP43, neurogranin, SNAP25, and synaptotagmin1) for the accurate diagnosis of AD"
1131,1,"Incidence and severity of treatment-emergent adverse events (TEAEs)|Incidence of changes from baseline in haematology, biochemistry, and urinalysis parameters.|Percentage of area change of study ulcer from baseline to weeks 12 and 24|Number of days to complete ulcer healing|Number of days to 50% ulcer healing|Percentage change in ulcer volume from baseline to weeks 12 and 24|Changes from baseline in ulcer pain assessed using a Numeric Rating Scale|Number clinic/home care visits across groups|Differences across groups on ulcer dressing products used|Changes from baseline in Quality of Life assessed using the Cardiff Wound Impact Schedule|Duration of clinic/home care visits across groups"
1132,1,"• To evaluate the feasibility of intravenous ExoFlo in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|monoclonal antibodies. • To evaluate the safety of intravenous ExoFlo in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the efficacy of intravenous ExoFlo in inducing clinical remission in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the efficacy of intravenous ExoFlo in inducing clinical response in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the efficacy of intravenous ExoFlo in improving disease-specific health-related quality of life.|• To evaluate the pharmacokinetics and pharmacodynamics of ExoFlo therapy, including changes in C-reactive protein (CRP), fecal calprotectin, fecal lactoferrin, and other pharmacodynamic biomarkers."
1133,1,Evaluation of damage generated by acute or chronic GvHD on the MSCs after HSCT
1134,1,The relapse-free period|The need for surgical intervention|The need for the use of basic drug therapy|Adverse effects associated with the therapy
1135,1,Change in UMSARS total (= UMSARS I + UMSARS II) score|Change in UMSARS I score|Change in UMSARS II score|Change in modified UMSARS score|Change in COMPASS select score|Rate of atrophy of selected brain regions
1136,1,Number of subjects who tolerate intravenous ExoFlo in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of adverse events in subjects who received intravenous ExoFlo in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of subjects with improvement with intravenous ExoFlo in inducing clinical remission in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of subjects with improvement with intravenous ExoFlo in inducing clinical response in those subjects with moderately to severely active Ulcerative colitis who have failed or are intolerant to one or more monoclonal antibodies.|Number of subjects with improving disease-specific health-related quality of life after receiving intravenous ExoFlo.|Measurement of subject's C-reactive protein (CRP)|Measurement of subject fecal calprotectin|Measurement of subject fecal lactoferrin
1137,1,Number of participants with Adverse Events and Serious Adverse Events as assessed by CTCAE v5.0|Best Overall Response (BOR) as assessed by RECIST v1.1|Objective Response Rate (ORR) as assessed by RECIST v1.1|Duration of Response (DoR) as assess by RECIST v1.1 as assess by RECIST v1.1|Disease Control Rate (DCR) as assess by RECIST v1.1|Progression-Free Survival (PFS) as assess by RECIST v1.1|Maximum serum concentration (Cmax) of EMB-01|Trough serum concentration (Ctrough) of EMB-01|Area under the concentration-time curve from time 0 (pre-dose) to the time of the dosing interval (AUC0-t)|Area under the concentration-time curve from time 0 to infinity (AUC0-inf)|Elimination half-life (T1/2)|Systemic clearance (CL)|Apparent volume of distribution at steady-state (Vss)|Accumulation Ratio (AR) after multiple dosing|Incidence of positive ADA
1138,1,The absence of oral/GI severe regimen related toxicities (oral/GI SRRT).|Duration of oral/GI SRRT|Symptom burden per MD Anderson Symptom Inventory (MDASI)|Duration of febrile neutropenia|Time to neutrophil engraftment
1139,1,"Change in the WOMAC(Western Ontario and McMaster University Osteoarthritis Index) total score at post-dose 52 weeks from baseline|Change amount of WOMAC total score at post-dose 24 weeks from the baseline|Chage amount of WOMAC score by item (pain, stiffness, physical function) at post-dose 24 weeks and 52 weeks from the baseline|Chage amount of 100-mm VAS((Visual Analogue Scale) at post-dose 1 week, 4 weeks, 8 weeks, 12 weeks, 24 weeks and 52 weeks from the baseline|Chage amount of IKDC(International Knee Documentation Committee) at post-dose 1 week, 4 weeks, 8 weeks, 12 weeks, 24 weeks and 52 weeks from the baseline|Change in the WOMAS(whole-organ magnetic resonance imaging score) at post-dose 52 weeks from the baseline|Change in T2 mapping at post-dose 52 weeks from the baseline|Change in K&L grade, joint space width, mechanical axis, and anatomical axis at post-dose 52 weeks from the baseline|Change amount of biomarkers at post-dose 1 week, 4 weeks, 8 weeks, 12 weeks, 24 weeks and 52 weeks against the baseline; serum CTX-I, Serum HA, Serum MMP-3, Urine CTX-I, Urine CTX-II.|Percentage of patients who took the rescue drugs and dosage at post-dose 1 week, 4 weeks, 8 weeks, 12 weeks, 24 weeks and 52 weeks"
1140,1,"Evaluation of surviva|Evaluation of proliferation|Evaluation of apoptosis, phenotype, function of cells|Evaluation of phenotype"
1141,1,Cytokine profile in supernatants|Immune phenotyping|Genetic predisposition for hyperinflammation
1142,1,Establish a model to predict curative effect
1143,1,overall cure rate|time to cure
1144,1,The total score of Montgomery Asperger Depression Scale (MADRS) decreased from baseline after 8 weeks of treatment|Effective rate of treatment (effective: the total score of MADRS decreased by ≥ 50% compared with baseline)|Remission rate of treatment (remission: MADRS total score ≤ 11 points)
1145,1,Primary Objective|Secondary Objective
1146,1,Number of Participants with abnormal Total bilirubin|Number of Participants with abnormal albumin|Ishak Inflammation Rating System|Ishak Fibrosis Score|Overall survival (OS)|HBV-DNA|incidence of liver cancer|Number of Participants with abnormal immunoglobulin|portal vein flow rate|portal vein width|abdominal volume|Number of Participants with abnormal coagulation function
1147,1,MR Elastography|The level of serum alanine aminotransferase (ALT)|Clinical Examination|The level of glomerular filtration rate (GFR)|The level of serum albumin (ALB)|The level of serum total bilirubin (TB)
1148,1,"Nature, incidence and severity of adverse events (AEs)|Change in Numerical Rating Scale (NRS)|Change in joint swelling|Change in the 36-Item Short Form Survey (SF-36)|Change in Knee injury and Osteoarthritis Outcome Score (KOOS)|Change in the International Knee Documentation Committee (IKDC 2000)|Change in cartilage morphology|Change in cartilage T2 relaxation time mapping in MRI|Changes in bone marrow edema-like lesions (BMLs)|Change in weight distribution on stable platform|Change in Range of motion (ROM)|Change in ultrasonographic findings in knee joint"
1149,1,Overall Survival at 12 and 24 months|Progression Free Survival at 6 months (PFS-6)|Overall Survival (OS)|Progression Free Survival (PFS)
1150,1,Range of motion.|Pain self-assessment.|Knee Osteoarthritis.|Functional response.|X-ray changes of osteoarthritis.|Radiological response using nuclear magnetic resonance imaging.|Perceived general well-being.|Feasibility assessment of a multicentre strategy production of both cell types with several Cell Production Units|Evaluation of presence of adverse events related with investigational medical product (IMP).
1151,1,evaluation the best passage of MSC culture by CD49 surface marker
1152,1,Grading of Adverse Events|Routine physical examinations|Changes in physical examinations: clinical standard neurological examination [Safety of Mitocell]|Changes in vital signs: blood pressure [Safety of Mitocell]|Changes in vital signs: pulse rate [Safety of Mitocell]|Changes in vital signs: body temperature [Safety of Mitocell]|Changes in clinical laboratory safety screen: haematology - hemoglobin [Safety of Mitocell]|Changes in clinical laboratory safety screen: Platelet count [Safety of Mitocell]|Changes in clinical laboratory safety screen: white blood cell (WBC) counts [Safety of Mitocell]|Changes in clinical laboratory safety screen: International Normalized Ratio (INR) [Safety of Mitocell]|Changes in clinical laboratory safety screen: activated partial thromboplastin time (aPTT) [Safety of Mitocell]|Electrocardiogram (ECG)|Magnetic Resonance Imaging (MRI)|MDS-UPDRS (Movement Disorder Society unified Parkinson's disease rating scale)|Modified Hoehn & Yahr staging|18F-DOPA PET|levodopa equivalent daily dose (LEDD)|PDQ-39 (Parkinson's Disease Questionnaire)|Beck Depression Inventory (BDI-II) scores|Hamilton Depression Rating Scale (HAM-D-17) scores|Mini Mental State Examination (MMSE) Scores
1153,1,Evaluate the safety and tolerability of C5252|Characterize Dose Limiting Toxicities|Identify the maximum tolerated dose (MTD) and/or the RD of C5252|Evaluate the PK of C5252|Evaluate the viral shedding of C5252|Overall response rate (ORR)|Progression-free survival (PFS)|Overall Survival (OS)
